"","name","category","review.point","price","currency","description"
"1988","Eades Speyside 'Double Malt', 46%","Blended Malt Scotch Whisky","82","70.00","$","An equal marriage of Longmorn and Glen Moray whiskies. Quite a fruity adventure, with zingy notes of bramble, strawberry, rhubarb, sultana, nectarine, and plum. All this fruit sits on a bed of creamy vanilla malt (the Longmorn influence is quite evident) that coats the palate long after the finish."
"1989","Eades Islay 'Double Malt', 46%","Blended Malt Scotch Whisky","82","70.00","$","Consists of 60% Bowmore and 40% Caol Ila. Bold, youthful, and somewhat medicinal (as would be expected), with peat smoke, tar, pebbles on a beach, and boat docks. Additional flavors of smoked olives and exotic pepper add intrigue, while honeyed malt notes soothe the palate and provide balance.
"
"1990","Wemyss Vintage Malts 'The Peat Chimney,' 8 year old, 40%","Blended Malt Scotch Whisky","82","40.00","$","Aggressive earthy smoke, tar, fiery pepper, bath soap, and ginger tamed by toffee and ripe malt. Lingering smoldering peat, anise, and tobacco. For those who like smoky whiskies young, aggressive, and unabashed.
"
"1991","Wemyss Vintage Malts 'The Spice King,' 8 year old, 40%","Blended Malt Scotch Whisky","82","40.00","$","Nectarine, tangerine, toffee, and vanilla on the nose. There’s also teasing smoke, if you look for it. The sweet fruity notes start at the beginning of the palate, then cinnamon, nutmeg, cut hay, and smoke kick in. Lingering cracked pepper, clove, and distant smoke. Good gritty texture. Dynamic stuff for a young whisky.
"
"1992","Wemyss The Peat Chimney 12 year old, 40%","Blended Malt Scotch Whisky","82","55.00","$","The problem with selling your whisky by description is that if you don't deliver what you've claimed in the name, you're in trouble. That's a little bit how it was with these whiskies when they were seven years old. At this age, though, these are big boy whiskies and there is plenty of peat, seaweed, oil, barbecued fish, and salty sea notes to keep you hooked. Nicely balanced with fruit, too.  £35"
"1993","Lombard Speyside, 8 year old, 43%","Blended Scotch Whisky","82","30.00","$","Quite fragrant and fairly sweet (but not cloyingly so), rich with nutty toffee, nougat, and bright summer fruits. Clean, gently sweet finish. Well rounded, nicely matured for its age and, at $30, a good value these days. A versatile whisky to keep in the drinks cabinet; it’s enjoyable enough sipping neat or with a splash of water, but (at this price) you won’t cringe if your guests drink it on the rocks or use it as a mixer. "
"1994","Smokehead, 43%","Single Malt Scotch","82","55.00","$","Youthful and fiery, oozing with testosterone. Toffee apple intoxicated with kiln-trapped peat smoke, charcoal ash, anise, honeyed malt, brine, peppered seaweed, kippers, and damp earth. Brisk and warming. Okay, this is a young, “in your face” Islay single malt. Young Islay whiskies show the true character of Islay (which I like), and this is a young one. Ideally, I’d like to see another five years, not chill-filtered, and bottled at 46% ABV, but there’s still a sort of “raw edge” attraction here."
"1995","Singleton of Dufftown Reserve Collection Unité, 40%","Single Malt Scotch","82","58","$","Very Singleton of Dufftown: while that means easy drinking and approachable, it also
can suggest a single malt without a spark of wayward genius. This is,
typically, very ordered: nuts and honey with malt and pecan pie underneath. As
it opens there’s dried lemon, oak, dried fig, and (dilute) pencil shavings. The
palate is—typically—sweet and thick, though here with a refreshing sharpness,
like a mix of wine gums and cider. I’d add a rock or two of ice. (Travel Retail exclusive) £38/1 liter"
"1996","Hazelburn CV, 46%","Single Malt Scotch","82","52.00","$","Hazelburn CV is the non-age-statement version of Springbank’s unpeated, triple distilled single malt, introduced in 2010 to accompany the existing 8 and 12 year old variants. Initially slightly mashy and herbal on the nose, with acetone and cigarette packets. Citric and more malty with time. Orange, ginger, vanilla, and sherbet zest on the spicy palate. The finish is medium in length and spicy, with a slight suggestion of salt. A fresh, breezy, aperitif dram. £33 (Not available in the U.S.)"
"1997","Master of Malt Speyside Single Malt 30 year old, 40%","Single Malt Scotch","82","157.00","$","Master of Malt is an online whisky retailer, branching out with its own bottlings. This, from an unnamed distillery, is lightly honeyed with some quince, apricot, and yellow plum, while there’s a mix of vanillin and dry bracken/grass behind. Light, clean, and balanced, the palate is refined and relaxed with Demerara-like sweetness and a finish of honey-coated nuts. I wanted more oomph on the palate, which might have come at 43% or 46%. £100"
"1998","Master of Malt Reference Series II, 47.5%","Blended Malt Scotch Whisky","82","91","$","This laudable effort of comparative whiskies explores the effect of age by combining four parcels of stock in different proportions. The older whiskies produce an enticing nose of marmalade-encrusted ham on the bone, grist, and worn sandpaper. It’s sugary sweet with ripe melon before the sherry takes control and dishes out cherry candy and papaya. Held in the mouth, it develops layers of creamy latte and milk chocolate as the fruit fades. More to get your teeth into here. £54"
"1999","Master of Malt 10 year old, 47.5%","Blended Scotch Whisky","82","64","$","Batch 1 of this new blend brings oxidized apple, maple syrup, crispy potato skins, soft spices, and nutmeg grated over eggnog. Rich strands of citrus, mint, and raisins mingle, building in intensity to greater spiciness at the swallow, where ginger and burnt sugar emerges. Undiluted, there is a hot, spicy, slightly acrid finish dominated by the ginger. Water adds melon, mandarin, and apple and manages to keep the ginger in check. £40"
"2000","Shieldaig Classic, 40%","Blended Scotch Whisky","82","18","$","In blended whisky terms, this isn’t for the faint-hearted, and joins a number of recent releases prepared to show off its
darker, grittier side. It’s a big flavored blend, with its heart in the islands, and with oily coastal notes reminiscent of a delicatessen: brine, salty cheese, some crab apple relish, and smoked fish. It’s a rugged bruiser, but it makes its mark with some style."
"2001","Monarch of The Glen 8 year old, 40%","Blended Scotch Whisky","82","15","$","Standard blends fall into two categories: those that will behave nicely when mixed to offer almost non-whisky experience, and those that are feistier and want to make sure you know they’re there. This is the former, and with whiskies like this one, it’s possible to blink and miss it. That doesn’t make it bad; just indistinctive and unexceptional. There is little sign of the wood here, but the delicate, sweet apricot notes just do enough."
"2002","Douglas Laing Provenance 8 year old (distilled at Ben Nevis), 46%","Single Malt Scotch","82","67","$","This single cask (#10328) bottling was distilled in the summer of 2006 and matured in a refill hogshead. The nose is initially slightly mashy, with savory notes, becoming more floral, with caramel. Bold and spicy on the palate, with roasted meat and underlying citrus fruit and herbal notes. Mildly metallic dark chocolate in the medium-length finish.  £42"
"2003","Douglas Laing Old Particular (distilled at Glenallachie) 22 year old, 51.5%","Single Malt Scotch","82","130","$","Light gold. A little shy initially, but Glenallachie isn’t noted for its effusiveness. It has a clean and slightly nutty aroma, with light honey alongside grilled hazelnut. The palate is fairly crisp and slightly bunched up to start, until this nutty sweetness expands in the center. Ever so slightly oily. Water flattens the aromatics a bit, but allows the flavors to spread gently. All in all, a decent example of an uncommonly seen single malt. £85"
"2004","Douglas Laing Provenance (distilled at Fettercairn) 2003, 45%","Single Malt Scotch","82","56","$","An 11 year old Fettercairn from Douglas Laing, this is an undemanding but pleasing Highland dram. It comes from a distillery which tends to polarize opinion among drinkers. The nose is light and crisp, slightly floral, with pear juice and a hint of honey. Sweet and spicy on the palate, with hazelnuts and drinking chocolate. Powdery in the finish, with tangerines and a suggestion of Parma violets. £37"
"2005","Douglas Laing Old Particular (distilled at Macallan) 21 year old, 51.5%","Single Malt Scotch","82","101","$","Full gold. A solid middle-weight Macallan with some putty/Play-Doh, and even after this length of time, a certain youthful airiness. This slightly lean aspect gives way to an almost suety richness. When neat, the palate is a little jumbled: caramelized cask-derived notes, cereal, oiled jackets. Water improves things, releasing an aroma akin to Chenin Blanc, then cooked pear and a big hit of sugared almonds on the back palate. £69"
"2006","Douglas Laing Single Minded Speyside 15 year old, 46%","Single Malt Scotch","82","88","$","A broad and humid aroma, like walking through hot bracken in the summer. Quite substantial, with lemon, pecan, and, in time, chestnut. It’s this last aroma that carries through most strongly onto the tongue. There’s light grip, and even at 46% some level of heat. Water reveals oak and pencil shavings/cedar, while the grip has now loosened. Out comes a more crisp attack and hints of delicate top notes. The finish is pretty dry. £56"
"2007","The Exclusive Malts  (distilled at Caledonian)  28 year old 1987, 52.1%","Single Malt Scotch","82","191","$","Overripe cantaloupe, green apple, banana custard, and whole almond are the main soloists, though they are accompanied by a linear grain overture running through it. A quartet of golden sultana, mint, ginger, and pepper play the opening movement, then sit back as toffee-dipped banana flavors orchestrate a delicious climax before a diminuendo into minor chords, with sour gooseberry and herbal notes to finish. Water works well, elevating bright notes of lemon sponge on the palate. (238 bottles)"
"2008","The Exclusive Malts Blend of Malts 20 year old 1994, 50%","Blended Malt Scotch Whisky","82","100","$","Whiskies from undisclosed Speyside and Highland distilleries are blended together in first-fill sherry butts. On the nose it’s an alluring blend of orange, cherry, toffee, salt, and ginger. The entry follows the nose with toffee, orange, ginger, and malt. Things begin to drop off in the mid-palate, which is very focused on salt and ginger, with strong alcohol undertones. The alcohol drives and defines a dry finish that's absent of much of what's so alluring about this whisky. (U.S. only)"
"2009","Single Malts of Scotland (distilled at Bunnahabhain) 25 year old, 50.4%","Single Malt Scotch","82","206","$","Gold. Quite sweet and spicy nose. Light cinnamon and that distillery ginger edge. There remains a light cereal aspect to the background, but it is considerably more youthful than the age suggests. The palate is equally sweet and direct, with excellent spicy concentration. Water shows that there is some weight here, reminiscent of honey-nut cornflakes (with cream). The nose now hints at some oxidation, the palate retains peppery freshness. It’s another I’d have kept in cask. £135"
"2010","Grand Macnish Sherry Cask 15 year old, 40%","Blended Scotch Whisky","82","35","$","Naming your blend “Sherry Cask” retains an air of ambiguity to it. Theoretically, it could be the maturation or finishing vessel for all or some of the constituents. The whisky is light-bodied and the sweet sherry is evident, though a nip of bitterness interrupts. Smoother on the palate than the 12 year old, there’s strawberry, raspberry, and background spice, with a blackberry note late in the finish. Overall, there’s less flavor development, but it’s an old-school kind of blend."
"2011","Strathclyde 12 year old, 62.1%","Single Grain Whisky","82","73","$","An official Strathclyde from Chivas Bros., presented in its squat bottle from their under-appreciated Cask Strength Edition series. I found a peculiar nose comprising shafts of lemongrass, garlic bulb, root ginger, taffy candy, and green tea. As an Iron Dram, it’s oily and bold, with coconut, fresh mint, and green pea, with a savory note tugging at the taste buds. Dilution highlights scallions, a light creamy toffee, and Reese’s peanut butter cups. Curiously intriguing: for bold flavor explorers only. £43"
"2012","Adelphi (distilled at Glenrothes) 7 year old, 67.4%","Single Malt Scotch","82","135","$","Massive with a huge sherried attack; seven years is the right time to bottle. There’s light raisin, date, and fig roll/treacle toffee, but it’s a funny one as it develops; while it is superficially impressive, it becomes clear that the oak-driven and distillery-derived parts, aren’t talking to each other. Water brings out light cask-driven sulfur. On the palate, the black fruits and Demerara rum take initial charge along with menthol. It’s tannic already, though. Lacks integration, but what else to do?"
"2013","Port Dundas 12 year old, 40%","Single Grain Whisky","82","50","$","It’s been four years since Diageo last released an official single grain whisky from this Glasgow distillery. This will kick off your evening with its aromas of golden syrup flapjacks, light vanilla sponge fingers, and waxy linseeds. The American oak notes are all over this: vanilla, sweet granola, and pecan, yet there is a squeeze of lemon and a square of milk chocolate too. The creamy finish has real length and makes this a most accessible grain whisky."
"2014","The Fat Trout, 40%","Blended Scotch Whisky","82","25","$","Delicate nose of sherbet and melting heather honey layered over pleasant grassy and herbal notes. The texture is sweet, thin, and syrupy, with a slight vegetal note, before salted caramel reels it in, brimming over into a briny finish like a salty kiss. The grain clearly plays a major role. Truth be told, the aromas and flavors work well, but the lack of weight makes it feel like a tiddler rather than catch of the day. (Selected U.S. states, NZ, Switzerland)."
"2015","Label 5 Classic Black, 40%","Blended Scotch Whisky","82","17","$","This is the foundation stone of the whole Label 5 range and it’s a solid, reputable blend that works neat, with a rock of ice, or in cocktails. The digestive biscuits, dark walnut toffee, and fruit salad aromas concede to a rather inauspicious palate of burnt orange, malt biscuits, charred oak, and ground ginger. It’s lively through to its malt and spice conclusion."
"2016","Cadenhead’s (distilled at BenRiach) 1996, 46.5%","Single Malt Scotch","82","145","$","Once again, some assertive distillery character to the fore which, in BenRiach’s case, means plenty of ripe sweet fruits, cooked apples, a jag of citrus, and a background malty note. There’s a pleasant, slightly oxidative, wine-like note with water. The sweetness dominates the palate, with the nuttiness moving to hot breakfast cereal and, in typical BenRiach fashion, a sweet spiced finish. Lovely, but not overly different from official bottlings."
"2017","Usquaebach Reserve, 43%","Blended Scotch Whisky","82","40","$","This blend is generously half malt and half grain, unusually selecting 16-18 year old malts. The result has a nose of rich honey and florals, resplendent in a citrus intensity: squeezed orange skin with a background note of dry crackers. The palate is orange and malty, with cola, faint spices, and a little waxiness, but the core feels a little hollow. A good length finish where the pleasant buzz has a slight peatiness rubbed in. A decent stand-up dram."
"2018","Old Particular (distilled at Cambus) 27 year old, 51.5%","Single Grain Whisky","82","126","$","Oh boy! It’s like tearing open a warm banana-and-toffee muffin, the steam bringing the moist, sweet goodness to your nostrils. Roasted peach and neat orange cordial join the party. On the palate, the alcohol strength is noticeably strong, with flavors of red currant, cranberry, and black pepper. At the fruitier end of the Cambus spectrum, this concludes with a whimper of spices, leading to a nip of cinnamon and bitter vanilla in the tail. (270 bottles) £87"
"2019","Bruichladdich Octomore (Edition 01.1), 5 years old, 63.5%","Single Malt Scotch","82","185","$","This is the new super-peated (131 ppm phenol barley) Bruichladdich. “Super-peated” seems almost like an understatement. Ultra-peated, perhaps? Intense smoke on the nose and palate, with notes of freshly tarred road, cigar smoke and ash, licorice root, bacon fat, kalamata olive, and smoked seaweed. Struggling to emerge are youthful orchard fruit, honeyed malt, brine, and soft vanilla. Long, smoky finish -- like licking the walls of a peat-infused kiln. A very invigorating whisky. It’s a few years younger than the other ultra-peated whisky, Ardbeg Supernova. I think if they were both the same age, I would like them equally (and score them equally -- I gave Supernova an 89). But the Octomore does taste a little green, which was not noticeable in the Supernova. I think Octomore will be very good in another five years, and amazing in another ten. Let’s hope the lads at Bruichladdich are holding some stocks back."
"2020","Duncan Taylor (distilled at Invergordon), Cask #15517, 41 year old, 50.2% ","Grain Scotch Whisky","81","200.00","$","Some of these older Duncan Taylor grain whiskies are very individualistic and exciting. With others, the wood has gotten the best of them (Grain whiskies are light in body and thus vulnerable to excessive oak aging). This one, fortunately, gravitates more towards the former, with a rather reserved oak influence, given its age. A bit tight on the nose. Rather sweet too, and somewhat viscous. Notes of vanilla, crème brulee, marzipan, caramel-coated popcorn, brown sugar, toasted coconut, and subtle pineapple and papaya. A gentle dried spice finish rescues the whisky from all the sweetness.
"
"2021","The Arran Malt, 10 year old, 46%","Single Malt Scotch","81","45.00","$","A fruity-sweet whisky (but still quite light and lively), with notes of orange marmalade, lemon meringue pie, and apricot. There’s also an underlying vanilla maltiness that is balanced nicely by oak spice on the finish. A respectable effort for a 10 year old and versatile enough to drink any time of the day (but I would prefer it before dinner). 
"
"2022","Auchentoshan 10 year old, 43%","Single Malt Scotch","81","33.00","$","Light, clean, and delicate on the palate, with creamy vanilla, marshmallow, soft fruit (lemon, lime), and a touch of honey throughout. Nicely balanced and uncomplicated. A whisky to appeal to both the malt and blend drinker. 
"
"2023","Scott's Selection (distilled at Auchentoshan), 21 year old, 1983 vintage, 52.4%","Single Malt Scotch","81","145.00","$","Surprisingly thick and oily in texture for a Lowlander. There’s plenty of marshmallow, vanilla cream, and ripe barley, with interspersed cut grass, lemon, and mustard seed. Drying oak spice notes on the finish. Not as polished or refined as the distillery bottling of the same age, but it still has many redeeming qualities. 
"
"2024","Benromach Traditional, 40%","Single Malt Scotch","81","35.00","$","Gordon & MacPhail purchased the Benromach distillery from United Distillers and reopened the distillery in 1998. They installed new stills and are using malt with a recognizable level of peating. This is first official bottling from the whisky that they themselves have made. The whisky is still youthful, but for a whisky of such youth it shows great balance, individuality, and promise. Notes of vanilla cream, honey, and fruit (pineapple, pear) are peppered with nuances of smoke, herbs, and pine. Youthful, vibrant finish. I eagerly look forward to tasting this whisky with a half dozen more years of aging. 
"
"2025","Benromach, 18year old, 40%","Single Malt Scotch","81","80.00","$","Nicely balanced, and easy to drink. Pit fruits (peaches, apricots) and lemon are the dominant notes, with underlying vanilla cream, butterscotch, and a hint of honey. Gently dry, delicately spicy finish. The most rounded of the four. 
"
"2026","Peerless (distilled at Bowmore) 1966, 36 year old, 45.3%","Single Malt Scotch","81","160.00","$","Full gold color. Layers of citrus fruit on the nose (especially Seville orange, lemon, grapefruit), with just a faint hint of peat smoke and floral, herbal notes. Light to medium in body. It tastes similar in many ways to its aroma-there’s plenty of citrus fruit. The fruit comes first, followed by the classic ""older Bowmore"" oaky dryness. An echo of flavors repeats this sequence-first the citrus fruit, then the dry oak flavors. Some peat smoke teases in the background, but is mostly restrained. Fry, oaky, faintly peaty finish.
   Style: Islay single malt Scotch whisky. Price: approx. $160. Available at select retailers. 
   This whisky is classic older Bowmore (30+ years), with its exotic citrus fruit, distinctive oaky dryness, and faintest hint of peat smoke. "
"2027","Douglas Laing Old Particular (distilled at Bowmore) 15 year old, 48.4%","Single Malt Scotch","81","153","$","Bowmore in unusually oily guise here, with linseed oil, hot seashells, background water mint, completely integrated smoke, and a cooling note that brings to mind a lido (without any chlorine, I hasten to add). The palate has a limey lift which flows into a quite thick, creamy/oaty mid-palate, with the smoke bedding itself on the tongue. Smoky and mineralic on the finish. Water makes it even more gentle. A light expression for the early morning. £98"
"2028","Bruichladdich, 18 year old, 1986 vintage, 57.5%","Single Malt Scotch","81","140.00","$","Its color suggests sherry cask influence, and its aroma confirms. The initial impact on the palate is lush fruit, followed by a clean honeyed malt foundation. Toffee and nuts emerge, with that satisfying Bruichladdich freshness and brine kicking in on the finish, providing some balance for the somewhat waxy, sherried sweetness. (A Park Avenue Liquors exclusive.) 
"
"2029","Bruichladdich Laddie Eight 8 year old, 50%","Single Malt Scotch","81","65","$","Another Travel Retail exclusive, and while you might expect something delicate given the age statement, what is delivered is a thick, buttery/creamy opening that, for a second, teeters on the brink of sourness then pulls back to be more like ricotta cheese. It then settles into vanilla, floral notes, white chocolate, and sweet barley. The palate is thick once again, with lemon cheesecake giving a needed clean acidity. Quite a bulky youngster that’s best with water. (Travel Retail exclusive) £45"
"2030","Caol Ila, 18 year old, 43%","Single Malt Scotch","81","65.00","$","This Caol Ila was released the same time as the 12 year old, reviewed above. Older isn't always better, especially with Islay whiskies. I felt that way when comparing Ardbeg 17 to Ardbeg 10 year old, and I feel the same with these two Caol Ila whiskies. This 18 year old has the same flavor profile as the 12 year old. It's a well-rounded dram too, but it has lost the vibrancy and dynamic intensity of the 12 year old. If you want to experience Caol Ila in its entire youthful splendor-and save a few bucks while you're at it-then buy the 12 year old."
"2031","Mackillop's Choice (distilled at Caol Ila), 26 year old, 1979 vintage, 43%","Single Malt Scotch","81","135.00","$","Mature and gentle, when compared to the 1990 expression above. If the flavors of the 1990 Caol Ila reviewed above are nakedly exposed, then this Caol Ila is wearing a winter coat. The same flavor notes are there, but they’re less noticeable. Pleasingly salty, gently drying finish. 
"
"2032","Caol Ila Unpeated 12 year old Special Release 2011, 64%","Single Malt Scotch","81","84.00","$","An established regular member of Diageo’s annual set of Special Releases, this expression celebrates the lesser-known side of Islay’s largest distillery; its production of a non-smoked expression. It was this unpeated style that saved Caol Ila during the great decimation of distilleries in the early 1980s. This example is intense and needs LOTS of water for its fragrance of cut grass, sherbet, and coconut water to emerge. The palate shows boiled sweets and has a pleasingly clinging quality. £53 "
"2033","Wemyss Malts (distilled at Caol Ila) 16 year old 1996, 46%","Single Malt Scotch","81","109.00","$","Initially what we have are classic Caol Ila notes: cod liver oil, soft pear-like fruits, and a glimpse of lobster cooked in sea water. It’s not so much smoky as ozonic and, though it seems a little exposed with water, there’s a squeeze of lemon (for the lobster, maybe). On the tongue there’s a light ashy note before the mouth is slowly filled. Any smoke is in check and understated. This is about citric freshness and salt. £70"
"2034","Murray McDavid Mission IV (distilled at Clynelish), 1976 Vintage, 46%","Single Malt Scotch","81","210.00","$","Thick in texture and palate-coating. Ripe peaches and bananas, orange chocolate, English toffee, and a hint of damp oak on the nose. I can also detect brine, seaweed, peat smoke, and spice, but it’s a little clumsy. Same story on the palate. Not a bad whisky, but I expect more from Clynelish. 
"
"2035","Berry Brothers & Rudd (distilled at Cragganmore) 1997 14 year old","Single Malt Scotch","81","93.00","$","Light straw. Initially this is quite hot and a little dumb, with whiffs of Indian spice — think turmeric and curry leaf — along with mint sauce (but no lamb) and a tickle of peat. The palate is quite intense and hot, with powdered almond, a grassy edge, and concentrated sweetness that starts in the center and builds toward the back palate. Subtle, but can’t help wishing there was just a little more say from the cask. £59"
"2036","Deanston Organic 15 year old, 46.3%","Single Malt Scotch","81","115","$","Deanston distillery has released its first organic single malt, aged for 15 years in new oak barrels. It is non-chill filtered.  Stem ginger, white pepper, cloves, and vanilla on the nose. The palate is rich with intensely sweet early fruit notes, honey, more ginger, and now black pepper. Becoming nuttier and slightly metallic in the finish with spicy oak and a hint of aniseed. (Germany and Travel Retail) £80"
"2037","Blackadder Raw Cask #6437 (distilled at Glen Grant) 1971 Vintage, 31 year old, 55.7% ABV","Single Malt Scotch","81","175.00","$","From a sherry hogshead, which is confirmed by its deep amber/crimson color. A very clean whisky for 31 years in oak, and its complexity is subtle. It’s sort of the antithesis of the Blackadder Longmorn also reviewed here. Both are heavily sherried. The Longmorn shows its age proudly, and is bold, complex, and a bit rustic. This one is clean, more conservative, and nicely balanced. You’ll find notes of honey-laced fruit, caramel, and toffee, with an infusion of nutty, ginger-spiced notes, leading to a polished oak finish. A straight-forward and uncomplicated Speysider. 
"
"2038","Glen Grant, 10 year old, 43%","Single Malt Scotch","81","45.00","$","Light (for a Speysider), floral, fresh, and elegant, showing honeyed vanilla and lively fruit, along with a hint of marshmallow and hay. Soft, dry finish. Pleasant, straightforward, and uncomplicated. A good clean introductory malt that’s easy to embrace. 
"
"2039","Glencadam, 15 year old, 40%","Single Malt Scotch","81","60.00","$","The first official distillery release to the U.S. since the distillery was purchased by Angus Dundee. This is a thick, mouth-coating whisky. Notes of ripe malt, toffee, sweet berries, and caramel apples. It dries out quite nicely towards the finish, with spicy oak notes to keep it from becoming too cloying. 
"
"2040","Glenfarclas Family Cask 1962 (Cask 2639), 48.9%","Single Malt Scotch","81","899.00","$","More of a reddish hue, but as equally robust as the 1961 (see below). Some baked characters alongside dried cherry and barberry, which shift toward balsamic-like concentration. Hint of black pudding (blood sausage) and bitter chocolate. The palate is tight and tannic, with a hint of smoke and cooked dried fruits. Water loosens the tannic grip, allowing licorice to show. (A U.S. exclusive.)"
"2041","Glenfiddich 125th Anniversary, 43%","Single Malt Scotch","81","109.00","$","Bottled for this auspicious occasion, this is a Glenfiddich that confounds people’s expectations by being smoky, not from casks (à la Caoran) but the distillate. Fresh, with a nose that brings to mind eating apples and hazelnuts around a late summer bonfire; the smoke seems in charge. On the palate, the reverse happens, with the fruits being thrust forward and the smoke only emerging on the finish. It’s vibrant and needs water, and is a lot of fun. Happy Birthday! (Travel Retail and distillery shop exclusive)£70  "
"2042","Glenkinchie 12 year old, 43%","Single Malt Scotch","81","60.00","$","Like Dalwhinnie, Glenkinchie starts life as a (deliberately) sulfury new make, but this character falls away in time to reveal delicacy. As a 10 year old, that sulfur could still be hanging around — one reason for the switch to a 12 year age statement. The improvement is noticeable. Here are gently lifted floral notes, hints of dry grass, and crisp pear. The feel is gentle and slow in the center, while vanilla creeps into the finish. Not complex, but very pleasant."
"2043","The Glenlivet Guardians Single Cask 18 year old, 55.7%","Single Malt Scotch","81","238.00","$","A limited edition—there are only 630 bottles of this—for those who are “Glenlivet Guardians.” A sherry refill, it’s a gentle expression that has typical Glenlivet floral elements that are more lifted than usual: elderflower cordial, jasmine, and night-scented stocks. A subtle spiciness emerges with a drop of water. This general smoothness continues on the palate with ginger in syrup and an enlivening citric note on the finish. "
"2044","Hart Brothers (distilled at Glenturret), 10 year old, 1991 vintage, 53.6% ABV","Single Malt Scotch","81","63.00","$","Very fragrant and floral, with bright notes of citrus (lemons, orange) and fresh grass. Similar on the palate, with additional notes of soft honeyed malt and vanilla. Clean, fresh, appetizing finish. A nice aperitif or, better yet, a liquid sorbet between courses. 
"
"2045","The MacPhail's Collection (distilled at Glenturret), 15 year old, 46%","Single Malt Scotch","81","55.00","$","Gently sweet, with toffee, nougat, and honey-glazed nuts, balanced by bright citrus and sultana. A soothing, unpretentious, malt I would save for after dinner. 
"
"2046","Highland Park, Cask #2310, 1991 vintage, 14 year old, 56.7%","Single Malt Scotch","81","80.00","$","Generally sweet notes of honeyed fruit, orange marmalade, dark chocolate, and salt water taffy. Soft, gently briny finish. Pleasing enough of a whisky -- with no miscues -- but missing the depth found in some of the older bottlings. (Bottled for Texas)"
"2047","Gordon & MacPhail (distilled at Highland Park), 12 year old, 1992 Vintage, 58.1%","Single Malt Scotch","81","70.00","$","Medium-bodied but viscous in texture. Clearly aged in a bourbon cask-there's plenty of honeyed malt and vanilla throughout. Hints of bourbon even peek through occasionally, along with some subtle peat. Soft melon mid-palate yields to dried spice, sea salt, bitter chocolate and herbal notes on the finish. Fairly dry for a 12 year old-particularly on the finish. Best served as an aperitif."
"2048","Inchmurrin 21 year old, 46%","Single Malt Scotch","81","138","$","This is the oldest expression of Inchmurrin to be released by Loch Lomond, who make it in their highly versatile distillery at
Alexandria. Brittle toffee and cod liver oil on the nose, with vanilla and a whiff of Jaffa oranges. Smooth and full on the palate, more substantial and sophisticated than the younger Inchmurrin variants. The fruits are now more citric. Lengthy and unctuous in the finish, with more citrus fruit, gentle spice, and a touch of oak. £90"
"2049","Inchmurrin Madeira Finish, 46%","Single Malt Scotch","81","80","$","A soft, perfumed nose, with orchard fruits, vanilla, and a lightly spiced background. Voluptuous and initially very sweet on the palate, with malt and almonds, then ginger and chili kick in. Lively spices and fruit-and-nut chocolate continue through the lengthy and ultimately dry finish. £55"
"2050","Inchmurrin 12 year old, 46%","Single Malt Scotch","81","75","$","Soft and warm on the nose, with peaches in syrup, heather, hazelnut, and mild ginger. Quite full and richly fruity on the palate: apricots and more peaches, plus stronger ginger and a hint of spicy oak. Lingering in the sweet finish, with gentle spices."
"2051","Jura Elixir, 40%","Single Malt Scotch","81","25.00","$","Jura Elixir is exclusive to the Sainsbury’s supermarket chain, and takes its name from the legend that the water of Jura possesses life-prolonging qualities. Elixir was finished in a mix of American white oak and ex-sherry casks.  The nose is mildly fungal, with caramel and sea salt. Treacle toffee, ginger, and citrus fruits on the palate, which is ultimately slightly acrid. The finish is medium in length and spicy, with licorice. £16 (350 ml)"
"2052","Lagavulin Cask #1716 (distilled 1998) Feis Ile 2012 bottling, 55.1%","Single Malt Scotch","81","133.00","$","At first I wondered what was going on here. This Lagavulin has more of the austerity typical of Port Ellen. There’s a tense minerality on the nose giving the impression of salty rock-pools and samphire. Water makes it sweeter and oyster-like. There’s big delivery on the tongue, with masses of distillery character, but that tension remains to the saline finish. In a head-to-head with Caol Ila, the former wins hands down. £85	"
"2053","Murray McDavid (distilled at Littlemill), 1991 vintage, 16 year old, 46%","Single Malt Scotch","81","90.00","$","rather soft whisky, with gently sweet notes of vanilla, marshmallow, and macaroon, with underlying tropical fruit, cut grass, and subtle spearmint. A feminine whisky to have with dessert -- or as dessert."
"2054","Longrow, Gaja Borolo Finish, 7 year old, 55.8%","Single Malt Scotch","81","125.00","$","Grape candy, raisin, blueberries, vanilla malt, and lavender, with hints of lemon and spearmint. More aggressive campfire embers and damp earth burn underneath, along with some salt. A whisky that grows on you, and not bad for 7 years old.
"
"2055","Scott's Selection (distilled at Longmorn), 33 year old, 1971 Vintage, 53.5%","Single Malt Scotch","81","170.00","$","Succulent, sappy, with plenty of oak. This whisky is quite fruity, with tangerine, lemon, and strawberries. It is balanced by fat barley, almonds and damp oak. It is not as polished and rounded as the Gordon & Macphail Longmorn reviewed above. Indeed, the fruity, damp oak notes can be quite dominant in this whisky. However, the whisky evolves constantly on the palate and there are some minty, spicy underlying notes which add intrigue. Definitely save this one for after dinner. 
"
"2056","Scott's Selection (distilled at Old Pulteney), 1977 vintage, 56.9%","Single Malt Scotch","81","135.00","$","Appetizingly briny and spicy, as would be expected from a Pulteney-especially on the nose. The spice notes (cinnamon, licorice root, vanilla) are balanced with light caramel and toffee. Quite dry, polished leather finish with suggestions of bourbon. While still enjoyable, I feel this would have been a better whisky if it were bottled 5-10 years ago. 
"
